record_no	video_id	vid	start_time	end_time	start_frame	end_frame	caption
1824	S53_Eggs_7150991-187	f152_i013_a00	49.0	52.0	1470	1590	taking a big bowl from a cabinet .
1825	S49_Sandwich_7150991-511	f140_i012_a00	73.0	88.0	2190	2670	scooping out blueberry jam from a jar with a butter knife .
1826	S53_Brownie_7150991-211	f151_i001_a00	15.0	16.0	450	510	opening an oven .
1827	S50_Eggs_7150991-313	f142_i033_a00	190.0	191.0	5700	5760	opening a drawer .
1828	S22_Brownie_7150991-921	f58_i003_a00	22.0	25.0	660	780	taking a big measuring cup from a cabinet .
1829	S41_Sandwich_7150991-286	f126_i023_a00	107.0	109.0	3210	3300	scooping out peanut butter from a jar with a butter knife .
1830	S12_Eggs_7150991-1088	f17_i019_a00	108.0	110.0	3240	3330	taking a salt bottle from a cabinet .
1831	S20_Pizza_7150991-180	f55_i008_a00	57.0	82.0	1710	2490	unrolling pizza crust on a baking pan .
1832	S22_Pizza_7150991-664	f59_i025_a00	299.0	351.0	8970	10560	grating a block cheese onto pizza crust with a cheese grater .
1833	S20_Eggs_7150991-511	f54_i023_a00	230.0	235.0	6900	7080	moving a beaten egg across a frying pan with a fork .
1834	S17_Eggs_7150991-1187	f40_i034_a00	176.0	179.0	5280	5400	taking a paper plate from a cabinet .
1835	S19_Pizza_7150991-399	f50_i049_a00	689.0	698.0	20670	20970	pressing the buttons on an oven .
1836	S35_Salad_7150991-146	f105_i004_a00	27.0	28.0	810	870	opening a fridge .
1837	S20_Pizza_7150991-180	f55_i022_a00	241.0	243.0	7230	7320	opening a base cabinet .
1838	S54_Pizza_7150991-192	f158_i022_a00	358.0	367.0	10740	11040	spreading grated cheese on pizza crust .
1839	S31_Pizza_7150991-1	f84_i027_a00	452.0	460.0	13560	13830	putting a baking pan into an oven .
1840	S41_Salad_7150991-349	f125_i023_a00	151.0	153.0	4530	4620	putting a celery stalk into a bag .
1841	S53_Brownie_7150991-211	f151_i013_a00	76.0	78.0	2280	2370	taking a whisk from a drawer .
1842	S11_Eggs_7150991-1247	f13_i015_a00	65.0	67.0	1950	2040	taking a fork from a drawer .
1843	S08_Salad_7150991-649	f07_i005_a00	58.0	74.0	1740	2250	taking leaves from a lettuce head into a bowl .
1844	S33_Brownie_7150991-211	f92_i035_a00	228.0	231.0	6840	6960	opening a bag of brownie mix .
1845	S20_Pizza_7150991-180	f55_i036_a00	502.0	504.0	15060	15150	putting a pepperoni stick into a fridge .
1846	S50_Pizza_7150991-250	f143_i002_a00	26.0	27.0	780	840	closing a fridge .
1847	S41_Salad_7150991-349	f125_i021_a00	130.0	145.0	3900	4380	cutting a celery stalk with a kitchen knife .
1848	S16_Brownie_7150991-1431	f34_i043_a00	377.0	379.0	11310	11400	putting a cap on a cooking spray .
1849	S25_Salad_7150991-302	f66_i006_a00	56.0	59.0	1680	1800	closing a bag of lettuce .
1850	S35_Brownie_7150991-200	f102_i002_a00	23.0	25.0	690	780	opening a base cabinet .
1851	S34_Salad_7150991-200	f100_i005_a00	29.0	30.0	870	930	taking a cutting board from the corner of a counter .
1852	S22_Brownie_7150991-921	f58_i023_a00	184.0	188.0	5520	5670	pouring oil into a big bowl .
1853	S49_Salad_7150991-294	f139_i000_a00	11.0	12.0	330	390	opening a fridge .
1854	S16_Eggs_7150991-858	f35_i010_a00	40.0	42.0	1200	1290	pouring oil into a frying pan .
1855	S25_Sandwich_7150991-782	f67_i014_a00	84.0	86.0	2520	2610	closing a peanut butter jar .
1856	S49_Eggs_7150991-224	f137_i002_a00	15.0	17.0	450	540	turning on a gas stove .
1857	S41_Salad_7150991-349	f125_i009_a00	60.0	62.0	1800	1890	taking a bowl from a cabinet .
1858	S31_Brownie_7150991-1	f82_i001_a00	28.0	36.0	840	1110	taking eggs from an egg carton in a fridge .
1859	S40_Pizza_7150991-206	f119_i013_a00	138.0	180.0	4140	5430	spreading tomato sauce on pizza crust with a spoon .
1860	S16_Eggs_7150991-858	f35_i020_a00	105.0	109.0	3150	3300	putting salt on a hand .
1861	S34_Brownie_7150991-268	f97_i036_a00	265.0	305.0	7950	9180	pouring brownie batter into a baking pan with a whisk .
1862	S19_Salad_7150991-1394	f51_i010_a00	113.0	129.0	3390	3900	cutting a carrot with a kitchen knife .
1863	S16_Pizza_7150991-3739	f36_i000_a00	6.0	9.0	180	300	taking a cheese grater from a base cabinet .
1864	S34_Eggs_7150991-149	f98_i007_a00	60.0	62.0	1800	1890	opening a cabinet .
1865	S25_Eggs_7150991-325	f64_i005_a00	27.0	28.0	810	870	opening a base cabinet .
1866	S25_Salad_7150991-302	f66_i028_a00	152.0	157.0	4560	4740	pouring dressing on a salad .
1867	S40_Pizza_7150991-206	f119_i010_a00	122.0	124.0	3660	3750	taking a spoon from a drawer .
1868	S47_Salad_7150991-196	f130_i034_a00	297.0	300.0	8910	9030	opening a bag of croutons .
1869	S22_Salad_7150991-952	f60_i013_a00	121.0	125.0	3630	3780	closing a bag of lettuce .
1870	S35_Pizza_7150991-218	f104_i016_a00	213.0	217.0	6390	6540	pouring tomato sauce on pizza crust .
1871	S48_Pizza_7150991-259	f134_i024_a00	420.0	421.0	12600	12660	closing an oven .
1872	S53_Eggs_7150991-187	f152_i014_a00	53.0	58.0	1590	1770	cracking an egg into a big bowl .
1873	S13_Eggs_7150991-1728	f22_i008_a00	52.0	58.0	1560	1770	cracking an egg into a big bowl .
1874	S25_Eggs_7150991-325	f64_i025_a00	148.0	159.0	4440	4800	pouring a beaten egg into a frying pan with a fork .
1875	S28_Pizza_7150991-1	f70_i020_a00	205.0	223.0	6150	6720	trying to open a package of a block cheese .
1876	S51_Pizza_7150991-323	f148_i003_a00	44.0	51.0	1320	1560	wringing a pizza crust can with hands .
1877	S28_Pizza_7150991-1	f70_i011_a00	89.0	102.0	2670	3090	stretching pizza crust with hands .
1878	S07_Eggs_7150991-1466	f01_i024_a00	170.0	174.0	5100	5250	putting a fork into a sink .
1879	S19_Brownie_7150991-848	f48_i010_a00	80.0	84.0	2400	2550	cracking an egg into a big bowl .
1880	S08_Sandwich_7150991-539	f08_i021_a00	123.0	124.0	3690	3750	opening a fridge .
1881	S32_Sandwich_7150991-1	f91_i011_a00	45.0	51.0	1350	1560	tying a bag of sliced bread .
1882	S09_Eggs_7150991-1050	f10_i005_a00	24.0	26.0	720	810	turning on a gas stove .
1883	S07_Eggs_7150991-1466	f01_i026_a00	297.0	323.0	8910	9720	moving a beaten egg across a frying pan with a fork .
1884	S51_Pizza_7150991-323	f148_i002_a00	22.0	43.0	660	1320	peeling off the label of a pizza crust can .
1885	S47_Brownie_7150991-179	f127_i034_a00	217.0	234.0	6510	7050	stirring brownie batter with a whisk .
1886	S32_Sandwich_7150991-1	f91_i005_a00	23.0	26.0	690	810	taking a paper plate from a cabinet .
1887	S54_Brownie_7150991-308	f156_i041_a00	300.0	307.0	9000	9240	spraying oil on a baking pan .
1888	S24_Brownie_7150991-483	f62_i009_a00	69.0	70.0	2070	2130	opening a drawer .
1889	S12_Eggs_7150991-1088	f17_i016_a00	88.0	90.0	2640	2730	putting a cracked eggshell on a paper towel .
1890	S47_Salad_7150991-196	f130_i035_a00	300.0	308.0	9000	9270	putting croutons on a salad .
1891	S19_Sandwich_7150991-549	f52_i028_a00	170.0	171.0	5100	5160	opening a fridge .
1892	S31_Brownie_7150991-1	f82_i005_a00	47.0	50.0	1410	1530	taking a big bowl from a cabinet .
1893	S47_Sandwich_7150991-197	f131_i004_a00	40.0	44.0	1200	1350	taking slices of bread out of a bag .
1894	S50_Pizza_7150991-250	f143_i006_a00	95.0	142.0	2850	4290	opening a pizza crust can with hands .
1895	S09_Eggs_7150991-1050	f10_i018_a00	80.0	82.0	2400	2490	taking a salt bottle from a cabinet .
1896	S48_Eggs_7150991-637	f133_i016_a00	90.0	94.0	2700	2850	taking a frying pan from a cabinet .
1897	S54_Eggs_7150991-251	f157_i018_a00	78.0	80.0	2340	2430	taking an oil bottle from a base cabinet .
1898	S15_Eggs_7150991-424	f30_i022_a00	124.0	129.0	3720	3900	swirling an egg around in a frying pan .
1899	S51_Pizza_7150991-323	f148_i037_a00	482.0	485.0	14460	14580	putting a tomato sauce jar into a fridge .
1900	S51_Salad_7150991-225	f149_i002_a00	21.0	23.0	630	720	taking a bag of carrots from a fridge .
1901	S11_Eggs_7150991-1247	f13_i027_a00	169.0	174.0	5070	5250	flipping an egg in a frying pan with a fork .
1902	S15_Brownie_7150991-4296	f29_i023_a00	154.0	155.0	4620	4680	taking a cap off a cooking spray .
1903	S16_Brownie_7150991-1431	f34_i002_a00	12.0	14.0	360	450	taking a big measuring cup from a cabinet .
1904	S28_Pizza_7150991-1	f70_i019_a00	195.0	197.0	5850	5940	closing a tomato sauce jar .
1905	S17_Brownie_7150991-1231	f39_i034_a00	336.0	337.0	10080	10140	putting a spoon into a big bowl in a sink .
1906	S47_Salad_7150991-196	f130_i009_a00	61.0	63.0	1830	1920	putting lettuce leaves into a bowl .
1907	S11_Eggs_7150991-1247	f13_i000_a00	12.0	14.0	360	450	opening a base cabinet .
1908	S13_Salad_7150991-158	f23_i020_a00	175.0	179.0	5250	5400	cutting off the edges of a celery stalk with a kitchen knife .
1909	S18_Sandwich_7150991-893	f47_i008_a00	46.0	49.0	1380	1500	taking slices of bread out of a bag .
1910	S20_Sandwich_7150991-1256	f57_i014_a00	101.0	102.0	3030	3090	opening a blueberry jam jar .
1911	S35_Sandwich_7150991-204	f106_i020_a00	106.0	107.0	3180	3240	wiping a butter knife with a paper towel .
1912	S41_Pizza_7150991-287	f124_i011_a00	128.0	131.0	3840	3960	looking for something in a fridge .
1913	S31_Pizza_7150991-1	f84_i017_a00	248.0	289.0	7440	8700	opening a package of a block cheese .
1914	S40_Pizza_7150991-206	f119_i023_a00	231.0	283.0	6930	8520	grating a block cheese on a cutting board with a cheese grater .
1915	S34_Brownie_7150991-268	f97_i014_a00	75.0	76.0	2250	2310	opening a cabinet .
1916	S31_Brownie_7150991-1	f82_i030_a00	376.0	378.0	11280	11370	opening an oven .
1917	S19_Brownie_7150991-848	f48_i036_a00	384.0	387.0	11520	11640	putting a cap on a cooking spray .
1918	S17_Sandwich_7150991-4305	f43_i023_a00	109.0	116.0	3270	3510	cutting a sandwich in half with a butter knife .
1919	S47_Brownie_7150991-179	f127_i017_a00	65.0	68.0	1950	2070	twisting off an oil bottle cap .
1920	S51_Salad_7150991-225	f149_i010_a00	80.0	82.0	2400	2490	taking a celery stalk out of a bag .
1921	S16_Brownie_7150991-1431	f34_i044_a00	379.0	381.0	11370	11460	putting a cooking spray into a base cabinet .
1922	S50_Sandwich_7150991-450	f145_i015_a00	109.0	116.0	3270	3510	taking a slice of bread out of a bag .
1923	S19_Sandwich_7150991-549	f52_i011_a00	68.0	70.0	2040	2130	closing a fridge .
1924	S22_Salad_7150991-952	f60_i010_a00	85.0	88.0	2550	2670	putting a carrot into a bag .
1925	S16_Salad_7150991-1308	f37_i036_a00	359.0	363.0	10770	10920	putting a cap on a dressing bottle .
1926	S15_Pizza_7150991-5341	f31_i013_a00	114.0	118.0	3420	3570	pouring tomato sauce on pizza crust .
1927	S20_Brownie_7150991-236	f53_i008_a00	56.0	59.0	1680	1800	putting a cap on an oil bottle .
1928	S53_Pizza_7150991-119	f153_i009_a00	99.0	129.0	2970	3900	flattening pizza crust with a spoon .
1929	S16_Brownie_7150991-1431	f34_i010_a00	43.0	45.0	1290	1380	putting eggs on a counter .
1930	S25_Eggs_7150991-325	f64_i001_a00	13.0	16.0	390	510	taking a frying pan from a base cabinet .
1931	S15_Eggs_7150991-424	f30_i008_a00	28.0	30.0	840	930	taking a big bowl from a cabinet .
1932	S51_Eggs_7150991-512	f147_i012_a00	62.0	63.0	1860	1920	putting an oil bottle into a base cabinet .
1933	S51_Pizza_7150991-323	f148_i027_a00	372.0	376.0	11160	11310	squeezing a block cheese halfway out of a package .
1934	S51_Salad_7150991-225	f149_i033_a00	389.0	391.0	11670	11760	twisting off a dressing bottle cap .
1935	S11_Pizza_7150991-2116	f14_i006_a00	35.0	37.0	1050	1140	taking a pizza crust can from a fridge .
1936	S36_Sandwich_7150991-165	f111_i004_a00	22.0	25.0	660	780	taking a paper plate from a cabinet .
1937	S18_Eggs_7150991-3391	f45_i035_a00	162.0	167.0	4860	5040	putting an oil bottle into a base cabinet .
1938	S50_Pizza_7150991-250	f143_i003_a00	28.0	33.0	840	1020	putting ingredients on a counter .
1939	S35_Pizza_7150991-218	f104_i037_a00	572.0	598.0	17160	17970	peeling casings off pepperoni slices .
1940	S53_Eggs_7150991-187	f152_i029_a00	142.0	199.0	4260	6000	stirring eggs in a frying pan with a spatula .
1941	S08_Salad_7150991-649	f07_i028_a00	224.0	226.0	6720	6810	putting a kitchen knife and a peeler into a sink .
1942	S15_Pizza_7150991-5341	f31_i009_a00	67.0	79.0	2010	2400	opening a pizza crust can with hands .
1943	S22_Sandwich_7150991-878	f61_i003_a00	16.0	17.0	480	540	putting a paper plate into a cabinet .
1944	S35_Pizza_7150991-218	f104_i018_a00	236.0	239.0	7080	7200	pouring tomato sauce on pizza crust .
1945	S53_Brownie_7150991-211	f151_i016_a00	84.0	90.0	2520	2730	beating eggs with a whisk .
1946	S22_Sandwich_7150991-878	f61_i007_a00	25.0	27.0	750	840	taking a butter knife from a drawer .
1947	S31_Brownie_7150991-1	f82_i010_a00	75.0	82.0	2250	2490	cracking an egg into a big bowl .
1948	S40_Brownie_7150991-288	f117_i004_a00	27.0	29.0	810	900	taking a big bowl from a cabinet .
1949	S13_Salad_7150991-158	f23_i040_a00	335.0	337.0	10050	10140	spraying oil on a salad .
1950	S50_Salad_7150991-243	f144_i021_a00	302.0	320.0	9060	9630	taking leaves off a lettuce head .
1951	S50_Brownie_7150991-203	f141_i019_a00	132.0	135.0	3960	4080	pouring water into a big bowl .
1952	S22_Brownie_7150991-921	f58_i009_a00	57.0	63.0	1710	1920	taking eggs from an egg carton in a fridge .
1953	S19_Brownie_7150991-848	f48_i044_a00	484.0	492.0	14520	14790	putting a baking pan into an oven .
1954	S20_Sandwich_7150991-1256	f57_i000_a00	8.0	10.0	240	330	taking a bag of sliced bread from a cabinet .
1955	S20_Brownie_7150991-236	f53_i028_a00	325.0	327.0	9750	9840	putting a big bowl into a sink .
1956	S13_Brownie_7150991-631	f21_i030_a00	192.0	194.0	5760	5850	putting a cap on a cooking spray .
1957	S48_Salad_7150991-222	f135_i000_a00	12.0	14.0	360	450	opening a fridge .
1958	S28_Pizza_7150991-1	f70_i044_a00	556.0	565.0	16680	16980	putting a baking pan into an oven .
1959	S53_Sandwich_7150991-103	f155_i011_a00	60.0	62.0	1800	1890	scooping out peanut butter from a jar with a butter knife .
1960	S41_Salad_7150991-349	f125_i025_a00	170.0	179.0	5100	5400	putting ingredients into a fridge .
1961	S13_Brownie_7150991-631	f21_i037_a00	268.0	270.0	8040	8130	putting a cracked eggshell into a base cabinet .
1962	S54_Pizza_7150991-192	f158_i028_a00	469.0	475.0	14070	14280	putting a baking pan into an oven .
1963	S22_Brownie_7150991-921	f58_i031_a00	278.0	281.0	8340	8460	taking a spoon from a drawer .
1964	S33_Brownie_7150991-211	f92_i052_a00	410.0	412.0	12300	12390	opening a drawer .
1965	S31_Brownie_7150991-1	f82_i029_a00	359.0	362.0	10770	10890	putting a whisk into a sink .
1966	S40_Brownie_7150991-288	f117_i039_a00	244.0	246.0	7320	7410	pouring brownie mix into a big bowl .
1967	S50_Sandwich_7150991-450	f145_i020_a00	161.0	163.0	4830	4920	closing a peanut butter jar .
1968	S33_Brownie_7150991-211	f92_i000_a00	7.0	9.0	210	300	opening a cabinet .
1969	S53_Sandwich_7150991-103	f155_i001_a00	13.0	14.0	390	450	opening a fridge .
1970	S16_Pizza_7150991-3739	f36_i024_a00	201.0	205.0	6030	6180	cutting the package of a block cheese with a kitchen knife .
1971	S17_Sandwich_7150991-4305	f43_i015_a00	68.0	73.0	2040	2220	spreading peanut butter on a slice of bread with a butter knife .
1972	S41_Sandwich_7150991-286	f126_i011_a00	56.0	60.0	1680	1830	taking a spoon from a drawer .
1973	S18_Eggs_7150991-3391	f45_i028_a00	118.0	121.0	3540	3660	pouring oil into a frying pan .
1974	S17_Eggs_7150991-1187	f40_i016_a00	82.0	83.0	2460	2520	opening a drawer .
1975	S15_Sandwich_7150991-200	f33_i006_a00	26.0	28.0	780	870	taking jars from a fridge .
1976	S35_Brownie_7150991-200	f102_i012_a00	96.0	101.0	2880	3060	cracking an egg into a big bowl .
1977	S40_Pizza_7150991-206	f119_i020_a00	214.0	216.0	6420	6510	taking a cheese grater from a cabinet .
1978	S22_Sandwich_7150991-878	f61_i025_a00	154.0	155.0	4620	4680	putting a slice of bread on top of another slice of bread .
1979	S54_Salad_7150991-223	f159_i032_a00	315.0	318.0	9450	9570	putting a bag of croutons into a base cabinet .
1980	S20_Sandwich_7150991-1256	f57_i015_a00	104.0	106.0	3120	3210	scooping out blueberry jam from a jar with a spoon .
1981	S40_Brownie_7150991-288	f117_i001_a00	13.0	17.0	390	540	taking eggs from an egg carton in a fridge .
1982	S53_Sandwich_7150991-103	f155_i019_a00	129.0	132.0	3870	3990	closing a blueberry jam jar .
1983	S48_Brownie_7150991-179	f132_i029_a00	252.0	275.0	7560	8280	stirring brownie batter with a whisk .
1984	S15_Brownie_7150991-4296	f29_i004_a00	17.0	20.0	510	630	taking eggs from an egg carton in a fridge .
1985	S54_Salad_7150991-223	f159_i033_a00	321.0	324.0	9630	9750	taking a dressing bottle from a fridge .
1986	S35_Pizza_7150991-218	f104_i013_a00	195.0	197.0	5850	5940	trying to open a tomato sauce jar .
1987	S12_Salad_7150991-2146	f19_i002_a00	46.0	55.0	1380	1680	taking a kitchen knife and a peeler from a drawer .
1988	S25_Eggs_7150991-325	f64_i027_a00	215.0	220.0	6450	6630	stirring a beaten egg in a frying pan with a fork .
1989	S47_Salad_7150991-196	f130_i004_a00	22.0	24.0	660	750	taking a cutting board from the corner of a counter .
1990	S53_Pizza_7150991-119	f153_i013_a00	162.0	166.0	4860	5010	scooping out tomato sauce from a jar with a spoon .
1991	S41_Pizza_7150991-287	f124_i005_a00	29.0	32.0	870	990	taking a packaged block cheese from a fridge .
1992	S22_Pizza_7150991-664	f59_i027_a00	358.0	387.0	10740	11640	grating a block cheese onto pizza crust with a cheese grater .
1993	S16_Salad_7150991-1308	f37_i025_a00	295.0	302.0	8850	9090	slicing a zucchini with a kitchen knife .
1994	S54_Sandwich_7150991-305	f160_i019_a00	100.0	104.0	3000	3150	spreading peanut butter on a slice of bread with a butter knife .
1995	S51_Eggs_7150991-512	f147_i013_a00	64.0	69.0	1920	2100	swirling oil around in a frying pan .
1996	S17_Brownie_7150991-1231	f39_i016_a00	123.0	128.0	3690	3870	taking eggs from an egg carton in a fridge .
1997	S13_Eggs_7150991-1728	f22_i045_a00	305.0	309.0	9150	9300	wiping hands with a paper towel .
1998	S15_Sandwich_7150991-200	f33_i014_a00	44.0	46.0	1320	1410	spreading peanut butter on a slice of bread with a butter knife .
1999	S17_Brownie_7150991-1231	f39_i039_a00	375.0	380.0	11250	11430	putting a baking pan into an oven .
2000	S49_Pizza_7150991-198	f138_i020_a00	226.0	233.0	6780	7020	pressing the buttons on an oven .
2001	S31_Brownie_7150991-1	f82_i040_a00	456.0	459.0	13680	13800	opening an oven .
2002	S54_Eggs_7150991-251	f157_i037_a00	219.0	221.0	6570	6660	turning off a gas stove .
2003	S48_Eggs_7150991-637	f133_i018_a00	96.0	98.0	2880	2970	taking an oil bottle from a base cabinet .
2004	S41_Salad_7150991-349	f125_i014_a00	86.0	89.0	2580	2700	putting a zucchini into a bag .
2005	S40_Brownie_7150991-288	f117_i022_a00	106.0	109.0	3180	3300	putting a cap on an oil bottle .
2006	S51_Salad_7150991-225	f149_i006_a00	35.0	39.0	1050	1200	taking a bowl from a cabinet .
2007	S25_Pizza_7150991-293	f65_i015_a00	111.0	137.0	3330	4140	spreading tomato sauce on pizza crust with a spoon .
2008	S41_Salad_7150991-349	f125_i005_a00	36.0	44.0	1080	1350	taking a lettuce head out of a bag .
2009	S49_Salad_7150991-294	f139_i016_a00	152.0	155.0	4560	4680	taking a peeler from a drawer .
2010	S16_Brownie_7150991-1431	f34_i036_a00	280.0	284.0	8400	8550	spraying oil on a baking pan .
2011	S53_Brownie_7150991-211	f151_i020_a00	100.0	102.0	3000	3090	putting a kitchen knife into a drawer .
2012	S18_Sandwich_7150991-893	f47_i000_a00	10.0	15.0	300	480	taking a paper plate from a cabinet .
2013	S34_Brownie_7150991-268	f97_i029_a00	144.0	145.0	4320	4380	taking a kitchen knife from a drawer .
2014	S49_Salad_7150991-294	f139_i003_a00	22.0	25.0	660	780	taking a bowl from a cabinet .
2015	S15_Salad_7150991-451	f32_i023_a00	94.0	100.0	2820	3030	pouring dressing on a salad .
2016	S20_Pizza_7150991-180	f55_i009_a00	83.0	118.0	2490	3570	stretching pizza crust with hands .
2017	S49_Sandwich_7150991-511	f140_i022_a00	158.0	162.0	4740	4890	putting a slice of bread on top of another slice of bread .
2018	S54_Pizza_7150991-192	f158_i018_a00	233.0	234.0	6990	7050	closing a cabinet .
